Charstic_Name,Result_Value,Result_UOM_1,Rslt_Det_Cond1,Sample_Frac1,Analyical_Method,Method_Det_Limit,Result_Status,Comments_Txt,Lab_Accession,SubmittedTo_SEQ,Sample_Depth,Sample_Depth_UOM,Instream_Locaction,Sample_Type,Activity_Type,Activity_Name,Field_Activity_Date,Field_Activity_Time,STA_SEQ,Station_Name,Station_Type,Project_Name,Trip_Name,Location,State_Name,Municipality_Name,ADB_SegmentID1,SubBasin,Station_Long,Station_Lat,Station_Type_1,Org_Name_1,textbox24
Ammonia-nitrogen,0.019,ppm,,,Ammonia Nitrogen by Colorimetry,"0.010 ppm - Estimated Detection Level, 0.003 ppm - Method Detection Level (MDL)",,,190219-003,2,0.1,m,Center of Channel,discrete,Sample-Routine,Discrete Surface,6/18/2019,1:00:00 PM,16873,MOUNT HOPE RIVER,River/Stream,Benthic Algae Project - 2019,Benthic Algae Project - 2019 - 06/18/19,US of rte 89,Connecticut,ASHFORD,CT3206-00_02,3206 - Mount Hope River - Natchaug - Thames - Mount Hope River,-72.1639,41.8814,River/Stream,CESE,Total count:   480
Organic carbon,1.9,ppm,,,Total Organic Carbon by Combustion,"1.000 ppm - Estimated Detection Level, 0.500 ppm - Method Detection Level (MDL)",,,190219-003,2,0.1,m,Center of Channel,discrete,Sample-Routine,Discrete Surface,6/18/2019,1:00:00 PM,16873,MOUNT HOPE RIVER,River/Stream,Benthic Algae Project - 2019,Benthic Algae Project - 2019 - 06/18/19,US of rte 89,Connecticut,ASHFORD,CT3206-00_02,3206 - Mount Hope River - Natchaug - Thames - Mount Hope River,-72.1639,41.8814,River/Stream,CESE,Total count:   480
Silica,10.62,ppm,,,Dissolved Silica by Colorimetry,"0.050 ppm - Estimated Detection Level, 0.003 ppm - Method Detection Level (MDL)",,,190219-003,2,0.1,m,Center of Channel,discrete,Sample-Routine,Discrete Surface,6/18/2019,1:00:00 PM,16873,MOUNT HOPE RIVER,River/Stream,Benthic Algae Project - 2019,Benthic Algae Project - 2019 - 06/18/19,US of rte 89,Connecticut,ASHFORD,CT3206-00_02,3206 - Mount Hope River - Natchaug - Thames - Mount Hope River,-72.1639,41.8814,River/Stream,CESE,Total count:   480
Total solids,106,ppm,,,Total Residue,"41.000 ppm - Estimated Detection Level, 14.000 ppm - Method Detection Level (MDL)",,,190219-003,2,0.1,m,Center of Channel,discrete,Sample-Routine,Discrete Surface,6/18/2019,1:00:00 PM,16873,MOUNT HOPE RIVER,River/Stream,Benthic Algae Project - 2019,Benthic Algae Project - 2019 - 06/18/19,US of rte 89,Connecticut,ASHFORD,CT3206-00_02,3206 - Mount Hope River - Natchaug - Thames - Mount Hope River,-72.1639,41.8814,River/Stream,CESE,Total count:   480
"Alkalinity, total",16,ppm,,,Alkalinity by Titration,"6.000 ppm - Estimated Detection Level, 2.000 ppm - Method Detection Level (MDL)",,,190219-003,2,0.1,m,Center of Channel,discrete,Sample-Routine,Discrete Surface,6/18/2019,1:00:00 PM,16873,MOUNT HOPE RIVER,River/Stream,Benthic Algae Project - 2019,Benthic Algae Project - 2019 - 06/18/19,US of rte 89,Connecticut,ASHFORD,CT3206-00_02,3206 - Mount Hope River - Natchaug - Thames - Mount Hope River,-72.1639,41.8814,River/Stream,CESE,Total count:   480
Calcium,6520,ppb,,,Calcium - AA Spectrometry,"100.000 ppb - Estimated Detection Level, 25.000 ppb - Method Detection Level (MDL)",,,190219-003,2,0.1,m,Center of Channel,discrete,Sample-Routine,Discrete Surface,6/18/2019,1:00:00 PM,16873,MOUNT HOPE RIVER,River/Stream,Benthic Algae Project - 2019,Benthic Algae Project - 2019 - 06/18/19,US of rte 89,Connecticut,ASHFORD,CT3206-00_02,3206 - Mount Hope River - Natchaug - Thames - Mount Hope River,-72.1639,41.8814,River/Stream,CESE,Total count:   480
Total suspended solids,,ppm,Not Detected,,Non-Filterable Residue - TSS,"5.000 ppm - Estimated Detection Level, 2.000 ppm - Method Detection Level (MDL)",,,190219-003,2,0.1,m,Center of Channel,discrete,Sample-Routine,Discrete Surface,6/18/2019,1:00:00 PM,16873,MOUNT HOPE RIVER,River/Stream,Benthic Algae Project - 2019,Benthic Algae Project - 2019 - 06/18/19,US of rte 89,Connecticut,ASHFORD,CT3206-00_02,3206 - Mount Hope River - Natchaug - Thames - Mount Hope River,-72.1639,41.8814,River/Stream,CESE,Total count:   480
Nitrite,,ppm,Not Detected,,Nitrate-Nitrite Nitrogen by Colorimetry,"0.010 ppm - Estimated Detection Level, 0.003 ppm - Method Detection Level (MDL)",,,190219-003,2,0.1,m,Center of Channel,discrete,Sample-Routine,Discrete Surface,6/18/2019,1:00:00 PM,16873,MOUNT HOPE RIVER,River/Stream,Benthic Algae Project - 2019,Benthic Algae Project - 2019 - 06/18/19,US of rte 89,Connecticut,ASHFORD,CT3206-00_02,3206 - Mount Hope River - Natchaug - Thames - Mount Hope River,-72.1639,41.8814,River/Stream,CESE,Total count:   480
Orthophosphate,0.008,ppm,,,Phosphorus by Colorimetry,"0.010 ppm - Estimated Detection Level, 0.001 ppm - Method Detection Level (MDL)",,,190219-004,2,0.1,m,Center of Channel,discrete,Quality Control Sample-Field Replicate,Duplicate - Water Chemistry - QA / QC,6/18/2019,1:00:00 PM,16873,MOUNT HOPE RIVER,River/Stream,Benthic Algae Project - 2019,Benthic Algae Project - 2019 - 06/18/19,US of rte 89,Connecticut,ASHFORD,CT3206-00_02,3206 - Mount Hope River - Natchaug - Thames - Mount Hope River,-72.1639,41.8814,River/Stream,CESE,Total count:   480
Inorganic nitrogen (nitrate and nitrite),0.241,ppm,,,Nitrate-Nitrite Nitrogen by Colorimetry,"0.010 ppm - Estimated Detection Level, 0.003 ppm - Method Detection Level (MDL)",,,190219-004,2,0.1,m,Center of Channel,discrete,Quality Control Sample-Field Replicate,Duplicate - Water Chemistry - QA / QC,6/18/2019,1:00:00 PM,16873,MOUNT HOPE RIVER,River/Stream,Benthic Algae Project - 2019,Benthic Algae Project - 2019 - 06/18/19,US of rte 89,Connecticut,ASHFORD,CT3206-00_02,3206 - Mount Hope River - Natchaug - Thames - Mount Hope River,-72.1639,41.8814,River/Stream,CESE,Total count:   480
Nitrogen,0.301,ppm,,,Nitrate-Nitrite Nitrogen by Colorimetry,"0.050 ppm - Estimated Detection Level, 0.008 ppm - Method Detection Level (MDL)",,,190219-004,2,0.1,m,Center of Channel,discrete,Quality Control Sample-Field Replicate,Duplicate - Water Chemistry - QA / QC,6/18/2019,1:00:00 PM,16873,MOUNT HOPE RIVER,River/Stream,Benthic Algae Project - 2019,Benthic Algae Project - 2019 - 06/18/19,US of rte 89,Connecticut,ASHFORD,CT3206-00_02,3206 - Mount Hope River - Natchaug - Thames - Mount Hope River,-72.1639,41.8814,River/Stream,CESE,Total count:   480
Turbidity,0.7,None,,,Turbidity by Nephelometry,"0.300 None - Estimated Detection Level, 0.100 None - Method Detection Level (MDL)",,,190219-004,2,0.1,m,Center of Channel,discrete,Quality Control Sample-Field Replicate,Duplicate - Water Chemistry - QA / QC,6/18/2019,1:00:00 PM,16873,MOUNT HOPE RIVER,River/Stream,Benthic Algae Project - 2019,Benthic Algae Project - 2019 - 06/18/19,US of rte 89,Connecticut,ASHFORD,CT3206-00_02,3206 - Mount Hope River - Natchaug - Thames - Mount Hope River,-72.1639,41.8814,River/Stream,CESE,Total count:   480
Silica,10.66,ppm,,,Dissolved Silica by Colorimetry,"0.050 ppm - Estimated Detection Level, 0.003 ppm - Method Detection Level (MDL)",,,190219-004,2,0.1,m,Center of Channel,discrete,Quality Control Sample-Field Replicate,Duplicate - Water Chemistry - QA / QC,6/18/2019,1:00:00 PM,16873,MOUNT HOPE RIVER,River/Stream,Benthic Algae Project - 2019,Benthic Algae Project - 2019 - 06/18/19,US of rte 89,Connecticut,ASHFORD,CT3206-00_02,3206 - Mount Hope River - Natchaug - Thames - Mount Hope River,-72.1639,41.8814,River/Stream,CESE,Total count:   480
"Hardness, Ca, Mg",29.7,ppm,,,Hardness in Water by EDTA Titration,"0.700 ppm - Estimated Detection Level, 0.200 ppm - Method Detection Level (MDL)",,,190219-004,2,0.1,m,Center of Channel,discrete,Quality Control Sample-Field Replicate,Duplicate - Water Chemistry - QA / QC,6/18/2019,1:00:00 PM,16873,MOUNT HOPE RIVER,River/Stream,Benthic Algae Project - 2019,Benthic Algae Project - 2019 - 06/18/19,US of rte 89,Connecticut,ASHFORD,CT3206-00_02,3206 - Mount Hope River - Natchaug - Thames - Mount Hope River,-72.1639,41.8814,River/Stream,CESE,Total count:   480
Magnesium,3110,ppb,,,Calcium - AA Spectrometry,"100.000 ppb - Estimated Detection Level, 25.000 ppb - Method Detection Level (MDL)",,,190219-004,2,0.1,m,Center of Channel,discrete,Quality Control Sample-Field Replicate,Duplicate - Water Chemistry - QA / QC,6/18/2019,1:00:00 PM,16873,MOUNT HOPE RIVER,River/Stream,Benthic Algae Project - 2019,Benthic Algae Project - 2019 - 06/18/19,US of rte 89,Connecticut,ASHFORD,CT3206-00_02,3206 - Mount Hope River - Natchaug - Thames - Mount Hope River,-72.1639,41.8814,River/Stream,CESE,Total count:   480
Chloride,34.2,ppm,,,Inorganic Anions by Ion Chromatography,"2.500 ppm - Estimated Detection Level, 0.200 ppm - Method Detection Level (MDL)",,,190219-004,2,0.1,m,Center of Channel,discrete,Quality Control Sample-Field Replicate,Duplicate - Water Chemistry - QA / QC,6/18/2019,1:00:00 PM,16873,MOUNT HOPE RIVER,River/Stream,Benthic Algae Project - 2019,Benthic Algae Project - 2019 - 06/18/19,US of rte 89,Connecticut,ASHFORD,CT3206-00_02,3206 - Mount Hope River - Natchaug - Thames - Mount Hope River,-72.1639,41.8814,River/Stream,CESE,Total count:   480
Organic Nitrogen,0.168,ppb,,,None,,,,190219-001,2,0.1,m,Center of Channel,discrete,Sample-Routine,Discrete Surface,6/18/2019,10:21:00 AM,19931,Charters Brook,River/Stream,Benthic Algae Project - 2019,Benthic Algae Project - 2019 - 06/18/19,Adjacent Shenipsit Lake Road,Connecticut,TOLLAND,,4501 - Charters Brook - Hockanum - Connecticut - Charters Brook,-72.40556,41.903266,River/Stream,CESE,Total count:   480
Kjeldahl nitrogen,0.061,ppb,,,None,,,,190219-003,2,0.1,m,Center of Channel,discrete,Sample-Routine,Discrete Surface,6/18/2019,1:00:00 PM,16873,MOUNT HOPE RIVER,River/Stream,Benthic Algae Project - 2019,Benthic Algae Project - 2019 - 06/18/19,US of rte 89,Connecticut,ASHFORD,CT3206-00_02,3206 - Mount Hope River - Natchaug - Thames - Mount Hope River,-72.1639,41.8814,River/Stream,CESE,Total count:   480
Kjeldahl nitrogen,0.031,ppb,,,None,,,,190219-002,2,0.1,m,Center of Channel,discrete,Sample-Routine,Discrete Surface,6/18/2019,11:45:00 AM,20123,Labonte Brook,River/Stream,Benthic Algae Project - 2019,Benthic Algae Project - 2019 - 06/18/19,Adjacent Babcock Road,Connecticut,WILLINGTON,,3100 - Willimantic River - Willimantic - Thames - Willimantic River,-72.3077,41.90359,River/Stream,CESE,Total count:   480
Kjeldahl nitrogen,0.06,ppb,,,None,,,,190219-004,2,0.1,m,Center of Channel,discrete,Quality Control Sample-Field Replicate,Duplicate - Water Chemistry - QA / QC,6/18/2019,1:00:00 PM,16873,MOUNT HOPE RIVER,River/Stream,Benthic Algae Project - 2019,Benthic Algae Project - 2019 - 06/18/19,US of rte 89,Connecticut,ASHFORD,CT3206-00_02,3206 - Mount Hope River - Natchaug - Thames - Mount Hope River,-72.1639,41.8814,River/Stream,CESE,Total count:   480
pH,6.1,None,,,pH,,,,190219-004,2,0.1,m,Center of Channel,discrete,Quality Control Sample-Field Replicate,Duplicate - Water Chemistry - QA / QC,6/18/2019,1:00:00 PM,16873,MOUNT HOPE RIVER,River/Stream,Benthic Algae Project - 2019,Benthic Algae Project - 2019 - 06/18/19,US of rte 89,Connecticut,ASHFORD,CT3206-00_02,3206 - Mount Hope River - Natchaug - Thames - Mount Hope River,-72.1639,41.8814,River/Stream,CESE,Total count:   480
Nitrate,0.238,ppm,,,None,,,,190219-003,2,0.1,m,Center of Channel,discrete,Sample-Routine,Discrete Surface,6/18/2019,1:00:00 PM,16873,MOUNT HOPE RIVER,River/Stream,Benthic Algae Project - 2019,Benthic Algae Project - 2019 - 06/18/19,US of rte 89,Connecticut,ASHFORD,CT3206-00_02,3206 - Mount Hope River - Natchaug - Thames - Mount Hope River,-72.1639,41.8814,River/Stream,CESE,Total count:   480
Kjeldahl nitrogen,0.21,ppb,,,None,,,,190219-001,2,0.1,m,Center of Channel,discrete,Sample-Routine,Discrete Surface,6/18/2019,10:21:00 AM,19931,Charters Brook,River/Stream,Benthic Algae Project - 2019,Benthic Algae Project - 2019 - 06/18/19,Adjacent Shenipsit Lake Road,Connecticut,TOLLAND,,4501 - Charters Brook - Hockanum - Connecticut - Charters Brook,-72.40556,41.903266,River/Stream,CESE,Total count:   480
Nitrate,0.241,ppm,,,None,,,,190219-004,2,0.1,m,Center of Channel,discrete,Quality Control Sample-Field Replicate,Duplicate - Water Chemistry - QA / QC,6/18/2019,1:00:00 PM,16873,MOUNT HOPE RIVER,River/Stream,Benthic Algae Project - 2019,Benthic Algae Project - 2019 - 06/18/19,US of rte 89,Connecticut,ASHFORD,CT3206-00_02,3206 - Mount Hope River - Natchaug - Thames - Mount Hope River,-72.1639,41.8814,River/Stream,CESE,Total count:   480
pH,6,None,,,pH,,,,190219-003,2,0.1,m,Center of Channel,discrete,Sample-Routine,Discrete Surface,6/18/2019,1:00:00 PM,16873,MOUNT HOPE RIVER,River/Stream,Benthic Algae Project - 2019,Benthic Algae Project - 2019 - 06/18/19,US of rte 89,Connecticut,ASHFORD,CT3206-00_02,3206 - Mount Hope River - Natchaug - Thames - Mount Hope River,-72.1639,41.8814,River/Stream,CESE,Total count:   480
pH,5.8,None,,,pH,,,,190219-002,2,0.1,m,Center of Channel,discrete,Sample-Routine,Discrete Surface,6/18/2019,11:45:00 AM,20123,Labonte Brook,River/Stream,Benthic Algae Project - 2019,Benthic Algae Project - 2019 - 06/18/19,Adjacent Babcock Road,Connecticut,WILLINGTON,,3100 - Willimantic River - Willimantic - Thames - Willimantic River,-72.3077,41.90359,River/Stream,CESE,Total count:   480
Organic Nitrogen,0.015,ppb,,,None,,,,190219-002,2,0.1,m,Center of Channel,discrete,Sample-Routine,Discrete Surface,6/18/2019,11:45:00 AM,20123,Labonte Brook,River/Stream,Benthic Algae Project - 2019,Benthic Algae Project - 2019 - 06/18/19,Adjacent Babcock Road,Connecticut,WILLINGTON,,3100 - Willimantic River - Willimantic - Thames - Willimantic River,-72.3077,41.90359,River/Stream,CESE,Total count:   480
pH,5.9,None,,,pH,,,,190219-001,2,0.1,m,Center of Channel,discrete,Sample-Routine,Discrete Surface,6/18/2019,10:21:00 AM,19931,Charters Brook,River/Stream,Benthic Algae Project - 2019,Benthic Algae Project - 2019 - 06/18/19,Adjacent Shenipsit Lake Road,Connecticut,TOLLAND,,4501 - Charters Brook - Hockanum - Connecticut - Charters Brook,-72.40556,41.903266,River/Stream,CESE,Total count:   480
Nitrate,0.194,ppm,,,None,,,,190219-002,2,0.1,m,Center of Channel,discrete,Sample-Routine,Discrete Surface,6/18/2019,11:45:00 AM,20123,Labonte Brook,River/Stream,Benthic Algae Project - 2019,Benthic Algae Project - 2019 - 06/18/19,Adjacent Babcock Road,Connecticut,WILLINGTON,,3100 - Willimantic River - Willimantic - Thames - Willimantic River,-72.3077,41.90359,River/Stream,CESE,Total count:   480
Nitrate,0.376,ppm,,,None,,,,190219-001,2,0.1,m,Center of Channel,discrete,Sample-Routine,Discrete Surface,6/18/2019,10:21:00 AM,19931,Charters Brook,River/Stream,Benthic Algae Project - 2019,Benthic Algae Project - 2019 - 06/18/19,Adjacent Shenipsit Lake Road,Connecticut,TOLLAND,,4501 - Charters Brook - Hockanum - Connecticut - Charters Brook,-72.40556,41.903266,River/Stream,CESE,Total count:   480
Organic Nitrogen,0.042,ppb,,,None,,,,190219-003,2,0.1,m,Center of Channel,discrete,Sample-Routine,Discrete Surface,6/18/2019,1:00:00 PM,16873,MOUNT HOPE RIVER,River/Stream,Benthic Algae Project - 2019,Benthic Algae Project - 2019 - 06/18/19,US of rte 89,Connecticut,ASHFORD,CT3206-00_02,3206 - Mount Hope River - Natchaug - Thames - Mount Hope River,-72.1639,41.8814,River/Stream,CESE,Total count:   480
Organic Nitrogen,0.045,ppb,,,None,,,,190219-004,2,0.1,m,Center of Channel,discrete,Quality Control Sample-Field Replicate,Duplicate - Water Chemistry - QA / QC,6/18/2019,1:00:00 PM,16873,MOUNT HOPE RIVER,River/Stream,Benthic Algae Project - 2019,Benthic Algae Project - 2019 - 06/18/19,US of rte 89,Connecticut,ASHFORD,CT3206-00_02,3206 - Mount Hope River - Natchaug - Thames - Mount Hope River,-72.1639,41.8814,River/Stream,CESE,Total count:   480
Organic Nitrogen,0.222,ppb,,,None,,,,190219-005,2,0.1,m,Center of Channel,discrete,Sample-Routine,Discrete Surface,6/19/2019,10:30:00 AM,19933,Thompson Brook,River/Stream,Benthic Algae Project - 2019,Benthic Algae Project - 2019 - 06/19/19,"Behind Mystic Valley Hunt Club, above two impounded ponds",Connecticut,LEDYARD,,2107 - Great Brook - Southeast Eastern Complex - Southeast Coast - Great Brook,-72.04427,41.40193,River/Stream,CESE,Total count:   480
Kjeldahl nitrogen,0.287,None,,,None,,,,190219-008,2,0.1,m,Center of Channel,discrete,Sample-Routine,Discrete Surface,6/19/2019,2:40:00 PM,19938,Mint Brook,River/Stream,Benthic Algae Project - 2019,Benthic Algae Project - 2019 - 06/19/19,Adjacent the Airline Trail and Rt 207,Connecticut,HEBRON,,4701 - Raymond Brook - Salmon - Connecticut - Raymond Brook,-72.33888,41.64057,River/Stream,CESE,Total count:   480
Organic Nitrogen,0.166,None,,,None,,,,190219-006,2,0.1,m,Center of Channel,discrete,Sample-Routine,Discrete Surface,6/19/2019,12:00:00 PM,17324,Latimer Brook,River/Stream,Benthic Algae Project - 2019,Benthic Algae Project - 2019 - 06/19/19,behind St Mathias Church,Connecticut,EAST LYME,needs,2202 - Latimer Brook - Southeast Western Complex - Southeast Coast - Latimer Brook,-72.2217,41.4073,River/Stream,CESE,Total count:   480
Nitrate,0.615,ppm,,,None,,,,190219-007,2,0.1,m,Center of Channel,discrete,Sample-Routine,Discrete Surface,6/19/2019,1:15:00 PM,20128,Susquetonscut Brook,River/Stream,Benthic Algae Project - 2019,Benthic Algae Project - 2019 - 06/19/19,Upstream Murphy Road,Connecticut,FRANKLIN,,3907 - Susquetonscut Brook - Yantic - Thames - Susquetonscut Brook,-72.139504,41.580635,River/Stream,CESE,Total count:   480
Nitrate,0.432,ppm,,,None,,,,190219-005,2,0.1,m,Center of Channel,discrete,Sample-Routine,Discrete Surface,6/19/2019,10:30:00 AM,19933,Thompson Brook,River/Stream,Benthic Algae Project - 2019,Benthic Algae Project - 2019 - 06/19/19,"Behind Mystic Valley Hunt Club, above two impounded ponds",Connecticut,LEDYARD,,2107 - Great Brook - Southeast Eastern Complex - Southeast Coast - Great Brook,-72.04427,41.40193,River/Stream,CESE,Total count:   480
Nitrate,0.006,ppm,,,None,,,,190219-008,2,0.1,m,Center of Channel,discrete,Sample-Routine,Discrete Surface,6/19/2019,2:40:00 PM,19938,Mint Brook,River/Stream,Benthic Algae Project - 2019,Benthic Algae Project - 2019 - 06/19/19,Adjacent the Airline Trail and Rt 207,Connecticut,HEBRON,,4701 - Raymond Brook - Salmon - Connecticut - Raymond Brook,-72.33888,41.64057,River/Stream,CESE,Total count:   480
Organic Nitrogen,0.274,None,,,None,,,,190219-008,2,0.1,m,Center of Channel,discrete,Sample-Routine,Discrete Surface,6/19/2019,2:40:00 PM,19938,Mint Brook,River/Stream,Benthic Algae Project - 2019,Benthic Algae Project - 2019 - 06/19/19,Adjacent the Airline Trail and Rt 207,Connecticut,HEBRON,,4701 - Raymond Brook - Salmon - Connecticut - Raymond Brook,-72.33888,41.64057,River/Stream,CESE,Total count:   480
Kjeldahl nitrogen,0.449,None,,,None,,,,190219-007,2,0.1,m,Center of Channel,discrete,Sample-Routine,Discrete Surface,6/19/2019,1:15:00 PM,20128,Susquetonscut Brook,River/Stream,Benthic Algae Project - 2019,Benthic Algae Project - 2019 - 06/19/19,Upstream Murphy Road,Connecticut,FRANKLIN,,3907 - Susquetonscut Brook - Yantic - Thames - Susquetonscut Brook,-72.139504,41.580635,River/Stream,CESE,Total count:   480
pH,5.9,None,,,pH,,,,190219-005,2,0.1,m,Center of Channel,discrete,Sample-Routine,Discrete Surface,6/19/2019,10:30:00 AM,19933,Thompson Brook,River/Stream,Benthic Algae Project - 2019,Benthic Algae Project - 2019 - 06/19/19,"Behind Mystic Valley Hunt Club, above two impounded ponds",Connecticut,LEDYARD,,2107 - Great Brook - Southeast Eastern Complex - Southeast Coast - Great Brook,-72.04427,41.40193,River/Stream,CESE,Total count:   480
pH,5.7,None,,,pH,,,,190219-006,2,0.1,m,Center of Channel,discrete,Sample-Routine,Discrete Surface,6/19/2019,12:00:00 PM,17324,Latimer Brook,River/Stream,Benthic Algae Project - 2019,Benthic Algae Project - 2019 - 06/19/19,behind St Mathias Church,Connecticut,EAST LYME,needs,2202 - Latimer Brook - Southeast Western Complex - Southeast Coast - Latimer Brook,-72.2217,41.4073,River/Stream,CESE,Total count:   480
pH,5.4,None,,,pH,,,,190219-008,2,0.1,m,Center of Channel,discrete,Sample-Routine,Discrete Surface,6/19/2019,2:40:00 PM,19938,Mint Brook,River/Stream,Benthic Algae Project - 2019,Benthic Algae Project - 2019 - 06/19/19,Adjacent the Airline Trail and Rt 207,Connecticut,HEBRON,,4701 - Raymond Brook - Salmon - Connecticut - Raymond Brook,-72.33888,41.64057,River/Stream,CESE,Total count:   480
